96,64,87,2,80,,  ,b7,6a,63,8f,d7,1f,8f,ad,fd,36
3d,0,0,0,80,,  ,32,39,be,59,e8,bd,2,c1,86,54
7e,10,ec,0,80,,  ,b2,ac,0f,c1,ca,4b,1b,77,4a,c2
bc,0,0,0,80,,  ,de,4a,7c,b7,a4,95,6b,df,ef,b8
98,0e,0,0,80,,  ,ed,9d,f5,58,4f,62,1a,22,5c,c0
9c,22,0,0,80,,  ,1b,22,15,bd,a4,40,34,d8,50,46
8f,64,ee,4a,86,,  ,41,c1,9a,67,9b,88,6,1a,d4,13
c2,6,0,0,80,,  ,1a,69,d5,e8,b1,8b,f6,fe,71,c5
d1,2b,0,0,80,,  ,73,ca,f1,5f,ae,3b,c6,22,fe,4f
71,0,0,0,80,,  ,32,c7,3f,80,56,60,3,a5,f6,f5
4d,ad,3a,1c,80,,  ,0a,4a,8b,f1,69,6f,2a,b4,2b,14
15,0,0,0,80,,  ,1,bc,98,f4,7,66,86,e7,f7,5f
4e,23,87,0,80,,  ,40,11,8c,93,21,d5,f8,9e,a2,76
5b,a0,47,0,80,,  ,31,6e,79,58,5f,5c,f0,11,2d,93
30,a7,0c,0,80,,  ,73,e9,17,a3,35,5f,64,16,c0,f2
87,3c,33,0a,80,,  ,69,6a,1b,93,7d,a4,ba,ea,56,4
ad,34,0,0,80,,  ,2d,79,cb,d0,5d,d3,35,31,58,5a
4d,7d,44,2d,80,,  ,15,b5,8f,63,4,5c,80,fe,42,7a
48,0c,2,0,80,,  ,d3,61,a2,3a,12,90,92,d8,54,9c
2e,3f,ab,c2,80,,  ,8f,b5,ab,ba,9c,76,40,ba,c4,da
60,de,84,2,a4,,  ,73,69,78,69,7b,f6,a4,1d,60,ee
8,0,0,0,80,,  ,df,3,ae,5b,b4,cb,10,40,98,ba
43,80,d9,47,b1,,  ,9c,0a,2f,f5,84,c2,2f,b8,82,2e
23,b7,a2,78,84,,  ,c7,cb,94,74,30,3a,30,33,28,49
de,b3,71,c6,81,,  ,a0,0f,2c,43,5e,c1,58,a1,31,f2
6,9e,68,71,9e,,  ,a3,67,83,63,51,ca,5,ca,f5,12
5a,6c,8b,0,80,,  ,c5,12,eb,15,92,ab,19,ed,5,c6
c1,0e,0,0,80,,  ,be,54,61,2c,3b,35,ae,b8,e8,7b
5,0,0,0,80,,  ,38,8d,a1,61,3e,42,e1,b1,b8,8f
6c,90,82,2,80,,  ,8b,2f,d6,26,29,85,3,48,ea,7b
3a,f8,fd,7b,8c,,  ,b8,46,a6,40,a2,15,65,ad,4,2d
3f,0,0,0,80,,  ,14,8a,29,ee,a0,f2,86,0a,f3,8c
aa,23,0,0,80,,  ,e6,1c,b1,5f,ca,7b,61,59,16,ce
c7,42,3,b2,80,,  ,96,de,f9,68,bd,f2,98,97,f1,c0
ad,af,d9,16,80,,  ,9e,bc,d2,59,8c,58,1,b2,6f,bd
86,8f,0c,7,80,,  ,e4,2f,e5,ea,1b,28,9c,57,6d,24
bf,f6,36,3,80,,  ,96,4,bb,4c,cb,8c,1d,f2,9,4e
a0,7d,51,11,80,,  ,4a,ed,53,da,4,62,3a,53,e7,c4
e1,c0,90,b8,91,,  ,46,6f,1a,f7,43,f8,b4,f4,b5,fa
4d,0f,0,0,80,,  ,0f,7,fb,46,e8,3b,e8,29,fb,fe
b4,45,5,2e,8e,,  ,10,8e,6e,ec,e6,73,87,87,b1,2e
3d,4d,45,6,80,,  ,d3,cd,50,5b,3d,3a,1b,84,86,85
d3,e8,dc,37,80,,  ,51,30,fa,3a,10,d3,ba,21,da,91
9f,7d,48,0,80,,  ,3a,fb,fa,55,28,69,32,a8,59,fd
bb,60,a2,1,80,,  ,7d,f3,95,78,f9,f0,5f,e1,60,99
67,15,91,61,80,,  ,3b,3d,1b,d0,9a,2e,35,ff,5f,f5
e6,87,9b,1,80,,  ,60,ce,85,4f,4d,41,d9,f3,11,0c
7b,9c,dc,0,80,,  ,49,c6,dd,af,3a,0,22,a3,5d,b0
2b,f7,8f,4,80,,  ,90,ea,fb,9c,81,77,c4,91,9e,64
60,a9,5a,35,80,,  ,46,7c,7d,fb,e3,33,96,74,6a,b6
2,24,0d,4a,8e,,  ,40,4e,ef,7d,a1,af,f4,bf,8d,a1
ba,3d,0,0,80,,  ,ec,26,e0,33,3c,b8,fa,3b,a8,41
e1,dc,71,1,80,,  ,41,df,8,43,9b,f6,e3,9e,9b,2
c4,12,1b,1,80,,  ,ec,81,88,63,db,dc,8f,35,ca,58
b9,2,3,0,80,,  ,1,ef,94,fa,ec,b8,6e,eb,14,f4
93,0d,6,0,80,,  ,cb,34,a2,67,43,c3,5d,3a,2c,f0
da,c0,77,cb,a8,,  ,2c,c8,7,43,3f,6f,66,b4,f5,b4
0e,0,0,0,80,,  ,b1,6c,c5,48,e2,4a,10,bd,ef,b0
e0,df,a8,2d,80,,  ,c1,14,52,5f,8,de,6,d7,a6,7b
3,0,0,0,80,,  ,6f,ab,aa,e6,a8,4d,b1,73,b2,bb
5c,0,0,0,80,,  ,a4,72,14,67,8,53,78,1e,ea,a5
c4,3,0,0,80,,  ,97,f8,2e,f8,5e,0b,8,7c,92,a3
b3,a0,16,0,80,,  ,0e,86,99,41,cb,d5,a6,16,77,e3
1f,fa,c4,2,80,,  ,8,c1,aa,1,2,f0,40,0c,37,74
a7,0,0,0,80,,  ,f1,4d,97,7c,be,a3,0d,6c,b3,c3
db,64,0,0,80,,  ,70,d8,42,24,ef,20,9d,c8,25,c5
7,0,0,0,80,,  ,29,bc,ac,57,77,8a,5c,fb,0e,7e
ab,0b,0,0,80,,  ,18,92,6e,98,ce,9,0c,4b,ff,75
ea,5c,7d,0,80,,  ,6c,a4,c6,cc,3b,56,6f,ac,9b,89
d8,4e,0,0,80,,  ,86,8c,4,bc,e9,63,8,0e,40,2a
a7,0,0,0,80,,  ,f1,4d,97,7c,be,a3,0d,6c,b3,c3
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
0,2,0,0,80,,  ,0c,34,54,8a,ae,f2,f9,db,3d,6a
3,0,0,0,80,,  ,6f,ab,aa,e6,a8,4d,b1,73,b2,bb
89,42,3d,b2,87,,  ,3a,a2,2e,46,f0,6,d1,a5,ae,1c
81,0,0,0,80,,  ,c8,28,5d,0a,1,cf,c7,86,b1,1f
af,35,7,0,80,,  ,9d,33,8b,66,0c,95,a6,b6,0,5
62,8a,65,fe,89,,  ,b6,32,6b,9a,ee,2,fc,6c,8f,17
76,0,0,0,80,,  ,9b,f9,82,d1,46,f4,48,e2,44,e7
7d,f2,8e,1a,80,,  ,1e,fb,1e,84,fe,9f,37,ae,14,7f
c2,4e,f6,46,80,,  ,25,f0,9,69,11,df,74,42,70,d4
83,0,0,0,80,,  ,de,0a,aa,3e,eb,63,17,57,56,fd
ef,e5,36,6,80,,  ,a0,ac,2f,a2,0c,42,63,0f,47,b9
1e,0,0,0,80,,  ,21,61,cb,a0,c0,e7,d3,a6,53,64
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
fd,0,0,0,80,,  ,5d,ae,59,92,4a,9f,5c,a6,59,d2
0a,0f,75,2,80,,  ,e1,aa,91,c6,5c,50,b7,54,78,ff
1f,1,0,0,80,,  ,0d,7c,97,1f,49,78,26,fe,7,19
21,5c,0,0,80,,  ,4b,6a,2d,c7,5d,5c,91,9a,cb,1d
16,0,0,0,80,,  ,b3,ab,b7,55,7b,74,84,0e,a4,fb
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
2a,32,0a,0,80,,  ,cc,b7,9d,cd,e9,57,12,5c,0,94
16,12,52,0,80,,  ,fe,20,3c,df,aa,ec,35,70,97,4a
82,7d,19,0,80,,  ,3f,19,2d,f9,29,cf,41,f4,0e,f9
48,0,0,0,80,,  ,3b,72,ec,e9,65,1a,3c,20,eb,b4
59,d8,0b,0,80,,  ,9d,fe,98,df,b6,51,61,0e,b0,cc
b3,8c,c1,b8,81,,  ,14,0a,57,f3,cd,50,70,c6,b6,a1
d6,f6,77,33,80,,  ,b8,8c,85,a3,56,7b,b0,10,8f,f2
3e,ca,df,13,83,,  ,b7,c2,fc,cc,fb,97,18,a9,a8,e8
80,2,0,0,80,,  ,1d,5c,3d,41,fd,0f,a2,ba,c1,c9
b2,e8,39,0d,80,,  ,2,b7,53,47,dc,6f,c5,72,65,28
6,10,0,0,80,,  ,3b,c6,c9,79,2,79,81,82,2e,f9
33,88,ae,15,80,,  ,64,2b,df,8a,17,d5,47,82,93,f8
b7,94,7a,0,80,,  ,29,42,6a,54,22,4b,52,0b,5e,63
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
9c,f9,f9,af,80,,  ,46,75,cd,85,ae,cf,4d,8a,16,d1
b5,70,52,27,80,,  ,0c,30,58,da,45,27,91,d8,c9,ef
4c,72,0,0,80,,  ,8d,92,7b,6e,49,2d,9e,44,10,55
40,2e,3,0,80,,  ,1,e2,d4,bc,fa,91,a6,1,12,a4
e3,76,ea,0f,80,,  ,6f,6,67,f8,63,1,d6,39,71,40
27,0,0,0,80,,  ,29,e5,95,b6,bd,17,3,6f,84,8e
a0,28,76,0,80,,  ,97,e8,55,c7,dd,90,a4,25,d9,d1
6e,55,4c,3,80,,  ,45,19,59,35,66,e8,92,c7,72,5f
e0,9,0,0,80,,  ,3a,22,19,56,8c,30,20,81,ff,1c
12,0,0,0,80,,  ,f0,aa,39,6e,a4,aa,8c,bf,85,ce
7,0,0,0,80,,  ,29,bc,ac,57,77,8a,5c,fb,0e,7e
45,17,6a,0,80,,  ,af,76,7d,17,83,b1,29,98,e7,d6
4a,2,0,0,80,,  ,83,a8,22,e6,dc,67,c1,14,4e,ee
19,0,0,0,80,,  ,48,c7,27,58,63,da,38,f0,af,a7
ec,1d,0,0,80,,  ,3d,dd,9c,dc,56,3f,16,f9,1a,d9
2d,37,c5,67,80,,  ,92,47,8b,81,0c,9c,10,4f,9a,d0
fa,49,e5,e2,80,,  ,1a,cf,b9,3d,48,9b,e1,2d,bc,5b
18,85,be,0,80,,  ,2f,d7,62,81,4e,2b,a2,27,90,b9
2,d5,11,15,80,,  ,21,8f,11,e6,78,c2,c8,d6,8d,0c
2a,6d,c2,7d,ae,,  ,5f,d4,b5,fb,56,a2,e3,6a,ba,b3
a7,50,5,0,80,,  ,27,ce,a2,34,f5,8a,35,27,68,e6
20,5,0,0,80,,  ,7,b7,24,a5,d7,37,ed,18,c4,f9
bd,1,0,0,80,,  ,4,3d,9c,f3,a8,4b,82,94,81,55
4b,73,1,0,80,,  ,64,d5,e7,14,78,bc,65,5a,da,1c
b8,72,66,a4,84,,  ,68,c0,77,4b,d3,39,5e,98,8a,8c
30,0,0,0,80,,  ,b1,36,61,e0,ea,c2,f5,82,38,0c
d5,c2,86,63,80,,  ,93,92,40,61,db,1d,ba,b8,ae,fb
b3,22,7,0,80,,  ,34,27,53,a7,34,24,21,70,cc,64
e4,7e,72,0,80,,  ,ee,86,bd,62,8e,8a,e8,cf,db,0a
15,0,0,0,80,,  ,1,bc,98,f4,7,66,86,e7,f7,5f
36,87,4,0,80,,  ,77,bf,13,f7,a2,1,1,9f,61,a1
16,2c,fd,2,80,,  ,f3,d5,e3,90,68,8e,32,98,c9,a3
f2,80,1b,0,80,,  ,1c,b6,22,d6,bb,ad,f6,1b,39,8e
b6,0,0,0,80,,  ,e9,51,8b,52,1c,f9,b7,f9,8f,b9
6,ba,6e,5,80,,  ,a6,0,45,bf,7b,dd,35,52,64,74
ba,82,87,2d,81,,  ,8b,66,e9,4b,16,39,1c,44,0c,36
dd,6a,e5,9f,af,,  ,86,13,3d,8c,9,57,7,7,fe,3
64,84,3,0,80,,  ,d6,e8,16,bf,c6,c8,d0,bb,bc,a5
87,c2,27,0,80,,  ,e9,31,f5,58,bc,b3,40,b3,e9,69
b5,fc,f6,0,80,,  ,29,1,fa,30,ef,1c,bc,19,fc,b7
73,0d,0,0,80,,  ,29,48,50,44,21,bd,de,66,c7,1d
5d,8e,fc,b0,89,,  ,91,74,a7,c8,66,21,8f,ba,28,cd
2,7,0,0,80,,  ,6b,9a,6f,e1,df,ff,a6,db,e5,61
b0,0a,0,0,80,,  ,2c,0,e8,19,7f,1d,7,3f,99,5e
18,ef,85,d5,93,,  ,f1,72,fc,15,c5,4c,de,1,82,35
9d,ac,14,13,80,,  ,69,18,f5,36,a1,5f,b4,be,a5,19
ef,5f,bb,49,8f,,  ,e4,6a,0e,db,6a,b6,2d,1,2d,9
a7,4,0,0,80,,  ,aa,26,28,7d,ed,81,cd,b7,92,e7
e0,e8,0f,0,80,,  ,a5,1,ec,99,fe,b1,7b,ef,c7,85
8c,45,2c,36,80,,  ,f4,53,c5,51,10,e5,15,38,c6,97
71,b2,d7,41,80,,  ,10,5f,ba,2,84,61,a8,43,ad,13
8e,91,0,0,80,,  ,af,dc,e5,7f,df,be,1e,69,36,c6
f5,9,2e,0,80,,  ,e7,da,4f,98,8d,af,37,13,37,2f
47,35,0,0,80,,  ,79,a1,c1,6c,ec,39,72,6e,26,6f
51,fc,7c,0,80,,  ,b1,96,91,2f,9,36,3c,97,ed,e1
20,0,0,0,80,,  ,a5,92,8,0,de,73,f1,10,c0,88
42,24,0b,0,80,,  ,d6,cd,cb,f7,7f,9e,23,dd,1d,0a
6d,1,0,0,80,,  ,5e,38,9e,73,15,41,66,70,fb,cd
ee,8b,7d,0,80,,  ,ab,7d,b4,b6,f5,ed,56,36,7a,90
8,0,0,0,80,,  ,df,3,ae,5b,b4,cb,10,40,98,ba
4a,ba,96,0,80,,  ,f5,af,df,bb,46,ed,8f,1e,1f,6a
55,6,0,0,80,,  ,6d,bb,d0,94,c2,b6,28,2b,8b,ad
8e,f2,0,0,80,,  ,64,9a,94,f4,ce,54,75,a1,1a,51
8,4b,0a,0,80,,  ,73,d8,6c,30,30,ad,ee,90,de,28
29,0,0,0,80,,  ,ab,2e,e1,c6,9a,18,de,13,0b,9c
8e,e2,84,1,80,,  ,8e,7f,8c,2,e9,90,bd,a0,dd,73
92,0,0,0,80,,  ,c1,0a,b3,14,47,5c,b3,a2,49,9d
3d,0c,10,0,80,,  ,75,ed,fa,e6,1a,a0,3c,70,7f,8b
26,1,0,0,80,,  ,e6,0,a0,f2,52,78,93,d4,6b,5f
2,1,0,0,80,,  ,51,d8,1b,b0,b9,9,2a,0c,77,65
53,f0,93,30,80,,  ,9c,6,40,36,b2,5a,c6,72,22,73
53,92,1e,50,ae,,  ,e2,49,0c,ff,41,92,ae,64,97,e3
19,e6,60,6,80,,  ,bc,c4,b0,82,8d,3,0e,4f,14,6a
35,b6,51,10,80,,  ,18,56,7f,9c,ed,f3,0,e5,f1,8a
24,23,0,0,80,,  ,e1,70,2c,ed,41,7b,f8,c3,b0,69
4a,0,0,0,80,,  ,3c,43,c5,d7,ee,48,fd,4,75,e0
6b,35,6a,98,91,,  ,97,e1,a9,32,b8,42,93,3e,64,20
45,5e,2,0,80,,  ,1a,8b,67,7f,27,0e,79,c1,3b,fd
8,0,0,0,80,,  ,df,3,ae,5b,b4,cb,10,40,98,ba
1d,0b,52,c9,b4,,  ,bd,6c,91,59,a0,b1,b5,c6,0b,a5
8b,64,9c,fb,80,,  ,f3,ed,af,57,cd,8e,a2,1c,a6,fe
1b,6,0,0,80,,  ,ba,85,6a,d9,d3,cd,a7,a6,45,71
a1,0,0,0,80,,  ,8a,d1,24,f3,e9,e1,96,ef,5d,59
cf,f2,7e,f2,9f,,  ,3b,3f,87,74,8e,9f,eb,4e,df,9e
81,c7,7,0,80,,  ,db,0e,2c,5d,d0,c4,a4,e2,fc,0b
4,0,0,0,80,,  ,9d,7a,19,bc,5d,c2,c2,a2,99,2b
e5,2,0,0,80,,  ,43,51,8a,42,49,83,2d,4c,de,60
40,2,0,0,80,,  ,8e,ce,af,28,cd,0b,a5,6e,45,84
0a,49,6,0,80,,  ,21,7,a9,69,3,c3,9d,23,89,58
84,e5,4a,aa,80,,  ,33,59,48,ae,2a,23,9f,9,24,cb
d6,3c,af,34,80,,  ,3a,6f,28,43,a5,9,a7,eb,f8,3f
60,ce,39,d0,b0,,  ,c5,bd,99,92,42,e0,97,63,17,22
26,7e,2a,11,83,,  ,aa,50,9a,8b,ac,d9,83,e6,58,50
4d,6f,8a,2,80,,  ,4a,70,6b,dd,ac,28,c4,0e,e6,5a
f5,c3,5,0,80,,  ,55,65,cd,a4,c6,50,51,99,a2,c0
e4,1,0,0,80,,  ,bf,b7,2c,a2,ae,13,26,d9,25,65
1e,0,0,0,80,,  ,21,61,cb,a0,c0,e7,d3,a6,53,64
75,95,2f,2c,80,,  ,be,3c,c4,7,45,4,60,81,57,68
6e,a5,0,0,80,,  ,3,54,f2,8f,c8,ec,9f,5b,8d,9a
ae,e8,0e,35,aa,,  ,d8,83,4d,f6,c5,5f,ad,56,7c,54
1e,0,0,0,80,,  ,21,61,cb,a0,c0,e7,d3,a6,53,64
1f,0b,0,0,80,,  ,1,1,8e,44,d3,78,72,b0,98,b9
51,0c,2a,dc,93,,  ,20,6f,31,ec,fd,0c,d9,4d,d1,51
1a,0,0,0,80,,  ,6c,74,ad,92,18,a9,dc,1e,14,d3
52,2b,0,0,80,,  ,54,a9,60,16,7a,90,24,2f,6f,3
0b,0,0,0,80,,  ,fd,61,3e,1a,98,f0,6,f9,23,e7
27,1a,10,0,80,,  ,f2,7a,27,b3,6d,9,20,48,c4,96
18,71,8b,52,85,,  ,21,6a,ac,68,c1,62,59,0a,d6,9b
bb,51,ae,bd,87,,  ,60,11,7d,50,3c,43,1a,af,90,97
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
fa,33,aa,1,80,,  ,92,74,e0,fe,5a,5d,11,85,d5,88
0b,4f,0,0,80,,  ,76,3c,b5,a4,d2,f2,c6,38,17,5c
6f,8f,b7,74,b7,,  ,bd,71,2c,26,55,5b,61,e4,dd,e5
98,c9,19,0,80,,  ,6a,0b,26,85,96,26,2b,d2,33,6c
62,16,0,0,80,,  ,45,eb,f6,9f,f0,a5,f2,b9,a2,60
c0,aa,1c,13,80,,  ,69,36,84,1e,7,38,f3,27,7d,b2
ef,6e,eb,0f,80,,  ,da,74,2,b0,bb,6f,f0,17,b9,b5
f2,2,0,0,80,,  ,5d,7a,0b,c4,36,8f,78,78,91,22
34,1e,0,0,80,,  ,ae,90,7b,37,83,89,d3,c7,e5,2d
7d,2,0,0,80,,  ,7,ac,12,7,16,39,f0,ed,82,be
de,40,0c,0,80,,  ,2a,aa,ce,9b,7f,64,65,59,71,6d
aa,4a,45,6d,8d,,  ,d6,fd,b3,69,b1,63,db,8c,1a,b8
4b,88,cf,fc,81,,  ,16,c6,b6,3a,8b,fb,0e,54,af,e9
3f,52,0,0,80,,  ,84,2b,8f,af,32,ba,22,30,84,25
ac,cb,b3,a4,83,,  ,1a,6d,28,21,27,65,fe,fc,e5,ff
96,68,c1,2,80,,  ,65,3e,3c,23,de,e8,26,d3,a1,54
59,2a,3,0,80,,  ,f8,5c,c1,d0,4e,2d,a7,3b,7b,24
45,d5,8b,8,80,,  ,da,99,81,c4,90,ef,82,4e,a4,a6
dd,0,0,0,80,,  ,16,17,6a,a5,ae,cf,ca,9d,78,3e
90,0f,0,0,80,,  ,7a,3a,29,b0,6b,8,85,1b,5b,ac
35,68,31,0,80,,  ,a5,19,2a,ae,cd,9c,ed,cf,26,e4
6,0,0,0,80,,  ,bf,7e,2a,a8,57,b4,31,60,4b,4b
3e,0,0,0,80,,  ,23,2b,96,d3,4,40,d9,28,2,d4
3,0,0,0,80,,  ,6f,ab,aa,e6,a8,4d,b1,73,b2,bb
11,3,0,0,80,,  ,4d,b8,ac,82,d9,8,91,38,92,55
be,0b,0,0,80,,  ,9a,dd,85,0b,ff,3,3e,55,67,24
cb,28,f2,5a,80,,  ,6d,43,18,c6,17,4d,48,bd,3f,17
7d,e9,2,0,80,,  ,9f,5,5,9a,3,ea,d1,c4,88,36
3d,0,0,0,80,,  ,32,39,be,59,e8,bd,2,c1,86,54
91,ea,e3,36,8d,,  ,69,bb,3e,15,c1,fd,f9,8c,c4,88
4,9d,2,0,80,,  ,2,8a,eb,b4,78,e4,47,1e,43,c2
10,64,3,2b,80,,  ,8,45,32,99,8f,5a,d4,21,fd,27
77,fa,7d,fa,82,,  ,c1,2f,6d,9e,e3,7f,36,88,8b,16
80,0a,0,0,80,,  ,19,20,69,21,b0,4b,91,5e,26,aa
3b,24,21,ef,80,,  ,49,95,43,99,aa,f7,a7,8e,93,ad
dc,22,0,0,80,,  ,a5,f6,fb,6f,f7,ab,85,91,3e,ff
b8,63,48,3,80,,  ,a2,10,37,df,16,cc,eb,bc,39,f5
0d,82,46,be,81,,  ,1c,e2,79,be,b3,5e,a0,43,44,af
9d,0,0,0,80,,  ,52,f3,ae,d7,0f,5f,4f,e5,41,79
be,86,b2,0,80,,  ,19,35,40,3e,9,1a,ab,dd,62,f5
50,24,a3,cb,85,,  ,d8,6b,b7,90,f4,6f,a8,1,7b,65
cc,1f,0a,0,80,,  ,ec,a6,b2,c7,8b,c1,7,24,47,39
39,1,0,0,80,,  ,f9,18,5f,3b,25,4f,a1,d2,67,a2
6,0,0,0,80,,  ,bf,7e,2a,a8,57,b4,31,60,4b,4b
8d,4,0,0,80,,  ,bd,9b,9e,f2,bf,de,20,47,51,9
7,0,0,0,80,,  ,29,bc,ac,57,77,8a,5c,fb,0e,7e
43,0,0,0,80,,  ,0b,da,79,c0,69,18,aa,af,87,6f
15,0,0,0,80,,  ,1,bc,98,f4,7,66,86,e7,f7,5f
c6,8,0,0,80,,  ,32,9e,43,da,f8,c1,82,86,0a,15
6,0,0,0,80,,  ,bf,7e,2a,a8,57,b4,31,60,4b,4b
0f,c9,a2,1,80,,  ,8,9e,e5,19,70,27,12,fd,dd,1c
d7,9b,d8,82,8a,,  ,b9,3a,2a,23,15,de,fe,94,81,6f
ba,0,0,0,80,,  ,bc,ae,b5,3f,35,5e,d8,a8,15,a4
5d,5a,0,0,80,,  ,2f,33,2b,5d,6c,43,e6,85,75,99
3b,32,81,15,83,,  ,0e,cf,26,20,d8,b8,5e,28,45,be
26,e9,2a,0,80,,  ,2e,25,66,35,ab,60,42,24,0,af
b9,1a,11,77,80,,  ,0d,dd,f1,3f,94,1d,49,9a,f6,b5
dd,4,0,0,80,,  ,f1,8b,ce,b4,1a,c6,18,9c,0a,33
4,ea,9f,71,88,,  ,ac,11,0f,ca,8c,c3,2,85,e2,aa
3e,0,0,0,80,,  ,23,2b,96,d3,4,40,d9,28,2,d4
d8,89,e9,a5,84,,  ,8b,1b,5d,9f,6e,1b,44,b2,1,9f
ed,83,b7,4b,80,,  ,a4,74,37,83,8f,a0,f9,67,91,d1
72,67,a6,25,80,,  ,61,4e,1f,d2,6f,b0,56,c1,2b,4d
c7,a1,0b,0,80,,  ,ca,a0,7e,0c,f5,2b,13,f6,ab,c7
a5,e6,31,0,80,,  ,ec,46,88,0c,71,0f,65,a5,6e,1a
7,1,0,0,80,,  ,8c,f9,6f,56,cd,3c,ef,ed,dc,d1
8d,2,0,0,80,,  ,f1,c3,fc,cb,8c,8f,3e,2f,24,3a
83,27,5a,1c,80,,  ,1c,1f,9f,ba,87,3d,a1,64,45,a1
2a,5,0,0,80,,  ,2b,1c,61,63,69,be,dd,f4,7f,29
52,1,0,0,80,,  ,ac,5d,e2,4a,65,ee,61,ab,3f,ba
50,5,df,0,80,,  ,67,d0,a0,2e,ec,a7,88,ff,3b,56
19,8c,93,2,80,,  ,2b,d8,9d,55,f3,7f,10,80,e1,f6
9e,8,5,0,80,,  ,24,e2,48,54,2f,b7,47,f2,53,51
40,86,7d,56,83,,  ,68,19,8f,91,78,8f,9a,d5,74,3e
19,df,7e,bc,81,,  ,83,90,50,92,e8,e3,e5,72,37,fb
ff,68,0,0,80,,  ,f4,3f,df,8e,30,1,b5,0e,f3,77
0e,0,0,0,80,,  ,b1,6c,c5,48,e2,4a,10,bd,ef,b0
9e,0f,8,4c,80,,  ,fe,81,e4,5e,38,3e,d6,6d,ca,89
97,a7,b1,86,81,,  ,7,fb,0,cd,10,43,a7,eb,f4,f4
40,29,7,0,80,,  ,2a,3c,71,61,ff,84,4,38,76,5c
41,13,0,0,80,,  ,d0,f1,ef,ce,35,da,db,5d,af,16
84,13,40,de,98,,  ,63,7d,36,b4,e9,8e,4,9a,df,c6
98,1,0,0,80,,  ,7d,a7,ee,f1,62,7c,81,51,f1,f2
0d,0c,0,0,80,,  ,df,cf,13,d3,b7,5f,20,58,88,bb
6f,8e,c2,5d,87,,  ,24,b0,ae,4c,6c,b9,d3,1b,8b,b5
a3,41,0,0,80,,  ,cd,b7,8e,1f,72,f2,dc,9c,a6,f0
cf,35,0,0,80,,  ,0b,31,51,86,33,f4,b1,d3,cc,db
2c,4e,fc,16,80,,  ,c0,ae,bc,82,bd,4c,ed,44,ea,5f
ae,6a,2,0,80,,  ,5,49,c1,ce,68,c8,8a,79,8d,e3
e2,10,94,0,80,,  ,ab,f0,60,39,bd,34,56,d0,e7,ca
3,0,0,0,80,,  ,6f,ab,aa,e6,a8,4d,b1,73,b2,bb
97,64,1,0,80,,  ,27,a5,11,6b,c7,29,f7,18,9e,42
40,91,38,0f,80,,  ,1,47,50,81,ae,c9,94,75,96,ca
c5,f9,6,0,80,,  ,f5,1e,71,bb,64,dd,14,73,ba,50
e5,7e,67,ba,83,,  ,e2,df,2b,b4,ca,2e,98,54,ec,2f
78,77,e5,0a,80,,  ,29,18,53,e8,6f,c9,37,3d,3e,c1
58,2,0,0,80,,  ,23,55,a1,2,68,5e,9b,63,b5,74
5b,39,6a,26,80,,  ,ad,53,db,84,a4,8f,4d,d7,79,55
0e,aa,f1,0,80,,  ,60,b9,d3,6d,f4,92,0d,91,44,31
18,0,0,0,80,,  ,6e,4f,b2,87,92,8b,72,10,2,86
e9,d9,2,0,80,,  ,3a,45,63,46,b0,0,2d,52,ba,38
83,b0,0e,c5,80,,  ,f4,0c,14,67,9b,1e,7b,68,1f,2d
a9,82,0,0,80,,  ,30,6c,4,c1,70,5a,8,ea,bc,a1
40,9a,c8,75,81,,  ,8b,82,12,17,d8,3d,ab,d3,ed,d1
fa,4,39,a2,81,,  ,8f,1,50,7b,bc,1a,20,82,cb,f6
c5,d0,e3,7,80,,  ,e4,22,57,cf,14,e8,6a,3,5e,26
d6,ab,22,3d,83,,  ,13,55,d1,86,0,ba,80,9f,1d,ca
77,3d,5e,0,80,,  ,3c,56,95,45,28,9b,d1,f7,fb,e3
96,b9,3,f0,81,,  ,8e,4b,26,60,bb,b9,65,7d,a0,0b
0c,67,37,8e,81,,  ,c3,e9,de,35,68,15,c2,24,ad,b9
d3,6a,bc,2,80,,  ,a8,4,31,58,6f,86,9,84,f9,7e
fc,ae,d8,9,80,,  ,59,fd,1a,ba,f9,85,65,7c,17,13
3b,d5,0e,0,80,,  ,1e,52,c4,f1,f4,69,e9,94,2c,20
5f,97,7,0,80,,  ,0d,4a,20,3f,c3,d4,6b,a0,15,8b
9,0,0,0,80,,  ,e9,46,b9,c7,50,8e,a7,1,e2,48
11,7,0,0,80,,  ,0f,a6,ea,d4,a7,60,c6,9,c4,3b
87,d5,b0,3,80,,  ,d1,b3,d0,1f,0a,11,4a,68,36,3
41,74,6,0,80,,  ,4c,ec,93,80,d3,97,da,58,57,5e
bb,7e,0a,0,80,,  ,fc,79,1c,0c,9c,9f,ed,a8,1a,7b
f9,9c,0,0,80,,  ,f9,75,ea,a8,40,bc,68,42,ac,d2
0,5f,b9,8,80,,  ,73,7b,0f,2,11,19,38,8,63,65
12,fc,6a,30,80,,  ,34,bf,80,5c,6a,a4,35,4b,fa,e8
